UID,title,authors,track,abstract,presentation_id,presentation_id_intro,pdf_url,date1,time1,date2,time2,room_letter1,room_letter2,room,cluster,position,cluster_name,gather_town_link
AAAI-7985,Goal Blending for Responsive Shared Autonomy in a Navigating Vehicle,Yu-Sian Jiang|Garrett Warnell|Peter Stone,Main Track,"Human-robot shared autonomy techniques for vehicle navigation hold promise for reducing a human driver’s workload, ensuring safety, and improving navigation efficiency. However, because typical techniques achieve these improvements by effectively removing human control at critical moments, these approaches often exhibit poor responsiveness to human commands—especially in cluttered environments. In this paper, we propose a novel goal-blending shared autonomy (GBSA) system, which aims to improve responsiveness in shared autonomy systems by blending human and robot input during the selection of local navigation goals as opposed to low-level motor (servo-level) commands. We validate the proposed approach by performing a human study involving an intelligent wheelchair and compare GBSA to a representative servo-level shared control system that uses a policy-blending approach. The results of both quantitative performance analysis and a subjective survey show that GBSA exhibits significantly better system responsiveness and induces higher user satisfaction than the existing approach.",38948967,38950623,https://www.aaai.org/AAAI21Papers/AAAI-7985.JiangYS.pdf,6-Feb,12:45AM-02:30AM,5-Feb,04:45PM-06:30PM,A,A,AC-D2-R1,B,7,Multiagent Systems,http://widget1.virtualchair.net/custom/aaai/jump?paperId=7985
AAAI-7991,Learning Invariant Representations Using Inverse Contrastive Loss,Aditya Kumar Akash|Vishnu Suresh Lokhande|Sathya Ravi|Vikas Singh,Main Track,"Learning invariant representations is a critical first step in a number of machine learning tasks. A common approach is given by the so-called information bottleneck principle in which an application dependent function of mutual information is carefully chosen and optimized. Unfortunately, in practice, these functions are not suitable for optimization purposes since these losses are agnostic of the metric structure of the parameters of the model. In our paper, we introduce a class of losses for learning representations that are invariant to some extraneous variable of interest by inverting the class of contrastive losses, i.e., inverse contrastive loss (ICL). We show that if the extraneous variable is binary, then optimizing ICL is equivalent to optimizing a regularized MMD divergence. More generally, we also show that if we are provided a metric on the sample space, our formulation of ICL can be decomposed into a sum of convex functions of the given distance metric. Our experimental results indicate that models obtained by optimizing ICL achieve significantly better invariance to the extraneous variable for a fixed desired level of accuracy. In a variety of experimental settings, we show applicability of ICL for learning invariant representations for both continuous and discrete protected/extraneous variables.",38948968,38950624,https://www.aaai.org/AAAI21Papers/AAAI-7991.AkashA.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,D,D,BC-D3-R2,C,7,Learning Theory / Optimization,http://widget1.virtualchair.net/custom/aaai/jump?paperId=7991
AAAI-8003,Revisiting Mahalanobis Distance for Transformer-Based Out-of-Domain Detection,Alexander Podolskiy|Dmitry Lipin|Andrey Bout|Ekaterina Artyomova|Irina Piontkovskaya,Main Track,"Real-life applications, heavily relying on machine learning, such as dialog systems, demand for out-of-domain detection methods. Intent classification models should be equipped with a mechanism to distinguish seen intents from unseen ones so that the dialog agent is capable of rejecting the latter and avoiding undesired behavior. However, despite increasing attention paid to the task, the best practices for out-of-domain intent detection have not yet been fully established. This paper conducts a thorough comparison of out-of-domain intent detection methods. We prioritize the methods, not requiring access to out-of-domain data during training, gathering of which is extremely time- and labor-consuming due to lexical and stylistic variation of user utterances. We evaluate multiple contextual encoders and methods, proven to be efficient, on three common datasets for intent classification, expanded with out-of-domain utterances. Our main findings show that fine-tuning Transformer-based encoders on in-domain data leads to superior results. Mahalanobis distance, together with utterance representations, derived from Transformer-based encoders, outperform other methods by a wide margin and establish new state-of-the-art results for all datasets. The broader analysis shows that the reason for success lies in the fact that the fine-tuned Transformer is capable of constructing homogeneous representations of in-domain utterances, revealing geometrical disparity to out of domain utterances. In turn, the Mahalanobis distance captures this disparity easily.",38948969,38950625,https://www.aaai.org/AAAI21Papers/AAAI-8003.PodolskiyA.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,C,C,BC-D3-R1,J,8,Conversational AI/Dialog Systems,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8003
AAAI-8004,Practical and Rigorous Uncertainty Bounds for Gaussian Process Regression,Christian Fiedler|Carsten Scherer|Trimpe Sebastian,Main Track,"Gaussian Process regression is a popular nonparametric regression method based on Bayesian principles that provides uncertainty estimates for its predictions. However, these estimates are of a Bayesian nature, whereas for some important applications, like learning-based control with safety guarantees, frequentist uncertainty bounds are required. Although such rigorous bounds are available for Gaussian Processes, they are too conservative to be useful in applications. This often leads practitioners to replacing these bounds by heuristics, thus breaking all theoretical guarantees. To address this problem, we introduce new uncertainty bounds that are rigorous, yet practically useful at the same time. In particular, the bounds can be explicitly evaluated and are much less conservative than state of the art results. Furthermore, we show that certain model misspecifications lead to only graceful degradation. We demonstrate these advantages and the usefulness of our results for learning-based control with numerical examples.",38948970,38950626,https://www.aaai.org/AAAI21Papers/AAAI-8004.FiedlerC.pdf,8-Feb,12:45AM-02:30AM,7-Feb,08:45AM-10:30AM,D,B,AB-D4-R2,F,4,Probabilistic Models,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8004
AAAI-8013,A Lightweight Neural Model for Biomedical Entity Linking,Lihu Chen|Gael P Varoquaux|Fabian Suchanek,Main Track,"Biomedical entity linking aims to map biomedical mentions,such as diseases and drugs, to standard entities in a givenknowledge base. The specific challenge in this context isthat the same biomedical entity can have a wide range ofnames, including synonyms, morphological variations, andnames with different word orderings. Recently, BERT-basedmethods have advanced the state-of-the-art by allowing forrich representations of word sequences. However, they often have hundreds of millions of parameters and requireheavy computing resources, which limits their applicationsin resource-limited scenarios. Here, we propose a lightweightneural method for biomedical entity linking, which needs justa fraction of the parameters of a BERT model and much lesscomputing resources. Our method uses a simple alignmentlayer with attention mechanisms to capture the variationsbetween mention and entity names. Yet, we show that ourmodel is competitive with previous work on standard evaluation benchmarks.",38948971,38950627,https://www.aaai.org/AAAI21Papers/AAAI-8013.ChenL.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,C,C,BC-D3-R1,K,1,Information Extraction,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8013
AAAI-8016,Enabling Fast Instruction-Based Modification of Learned Robot Skills,Tyler M Frasca|Bradley Oosterveld|Meia Chita-Tegmark|Matthias Scheutz,Main Track,"Much research effort in HRI has focused on how to en-able robots to learn new skills from observations, demon-strations, and instructions. Less work, however, has focusedon how skills can be corrected if they were learned in-correctly, adapted to changing circumstances, or general-ized/specialized to different contexts. In this paper, a skillmodification framework is introduced that allows users tomodify a robot’s stored skills quickly through instructions to(1) reduce inefficiencies, (2) fix errors, and (3) enable gen-eralizations, all in a way for modified skills to be immedi-ately available for task performance. A thorough evaluationof the implemented framework shows the operation of thealgorithms integrated in a cognitive robotic architecture ondifferent fully autonomous robots in various HRI case stud-ies. An additional online HRI user study verifies that subjectsprefer to quickly modify robot knowledge in the way we pro-posed in the framework.",38948972,38950628,https://www.aaai.org/AAAI21Papers/AAAI-8016.FrascaT.pdf,5-Feb,12:45AM-02:30AM,4-Feb,08:45AM-10:30AM,C,A,AB-D1-R1,E,1,Intelligent Robots / Vision for Robotics,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8016
AAAI-8020,NASTransfer: Analyzing Architecture Transferability in Large Scale Neural Architecture Search,Rameswar Panda|Michele Merler|Mayoore S Jaiswal|Hui Wu|Kandan Ramakrishnan|Ulrich Finkler|Chun-Fu Richard Chen|Minsik Cho|Rogerio Feris|David Kung|Bishwaranja Bhattacharjee,Main Track,"Neural Architecture Search (NAS) is an open and challenging problem in machine learning. While NAS offers great promise, the prohibitive computational demand of most of the existing NAS methods makes it difficult to directly search the architectures on large-scale tasks. The typical way of conducting large scale NAS is to search for an architectural building block on a small dataset (either using a proxy set from the large dataset or a completely different small scale dataset) and then transfer the block to a larger dataset. Despite a number of recent results that show the promise of transfer from proxy datasets, a comprehensive evaluation of different NAS methods studying the impact of different source datasets has not yet been addressed. In this work, we propose to analyze the architecture transferability of different NAS methods by performing a series of experiments on large scale benchmarks such as ImageNet1K and ImageNet22K. We find that: (i) The size and domain of the  proxy set  does not seem to influence architecture performance on the target dataset. On average, transfer performance of architectures searched using completely different small datasets (e.g., CIFAR10) perform similarly to the architectures searched directly on proxy target datasets. However, design of proxy sets has considerable impact on rankings of different NAS methods. (ii) While different NAS methods show similar performance on a source dataset (e.g., CIFAR10), they significantly differ on the transfer performance to a large dataset (e.g., ImageNet1K). (iii) Even on large datasets, random sampling baseline is very competitive, but the choice of the appropriate combination of proxy set and search strategy can provide significant improvement over it. We believe that our extensive empirical analysis will prove useful for future design of NAS algorithms. Our source code and models will be publicly available to facilitate future research on NAS transferability.",38948973,38950629,https://www.aaai.org/AAAI21Papers/AAAI-8020.PandaR.pdf,4-Feb,08:45AM-10:30AM,4-Feb,04:45PM-06:30PM,D,D,BC-D1-R2,E,2,Transfer/Adaptation/Multi-task/Meta/Automated Learning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8020
AAAI-8027,NaturalConv: A Chinese Dialogue Dataset Towards Multi-Turn Topic-Driven Conversation,Xiaoyang Wang|Chen Li|Jianqiao Zhao|Dong Yu,Main Track,"In this paper, we propose a Chinese multi-turn topic-driven conversation dataset, NaturalConv, which allows the participants to chat anything they want as long as any element from the topic is mentioned and the topic shift is smooth. Our corpus contains 19.9K conversations from six domains, and 400K utterances with an average turn number of 20.1. These conversations contain in-depth discussions on related topics or widely natural transition between multiple topics. We believe either way is normal for human conversation. To facilitate the research on this corpus, we provide results of several benchmark models. Comparative results show that for this dataset, our current models are not able to provide significant improvement by introducing background knowledge/topic. Therefore, the proposed dataset should be a good benchmark for further research to evaluate the validity and naturalness of multi-turn conversation systems.",38948974,38950630,https://www.aaai.org/AAAI21Papers/AAAI-8027.WangX.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,C,C,BC-D3-R1,J,5,Conversational AI/Dialog Systems,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8027
AAAI-8029,Reinforcement Learning of Sequential Price Mechanisms,Gianluca Brero|Alon Eden|Matthias Gerstgrasser|David Parkes|Duncan Rheingans-Yoo,Main Track,"We introduce the use of reinforcement learning for indirect mechanisms, working with the existing class of {\em sequential price mechanisms}, which generalizes both serial dictatorship and posted price mechanisms and essentially characterizes all strongly obviously strategyproof mechanisms. Learning an optimal mechanism within this class forms a partially-observable Markov decision process. We provide rigorous conditions for when this class of mechanisms is more powerful than simpler static mechanisms, for sufficiency or insufficiency of observation statistics for learning, and for the necessity of complex (deep) policies. We show that our approach can learn optimal or near-optimal mechanisms in several experimental settings.",38948975,38950631,https://www.aaai.org/AAAI21Papers/AAAI-8029.BreroG.pdf,7-Feb,08:45AM-10:30AM,7-Feb,04:45PM-06:30PM,C,C,BC-D4-R1,A,5,Mechanism Design,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8029
AAAI-8042,Robust Finite-State Controllers for Uncertain POMDPs,Murat Cubuktepe|Nils Jansen|Sebastian Junges|Ahmadreza Marandi|Marnix Suilen|Ufuk Topcu,Main Track,"Uncertain partially observable Markov decision processes (uPOMDPs) allow the probabilistic transition and observation functions of standard POMDPs to belong to a so-called uncertainty set.Such uncertainty sets capture uncountable sets of probability distributions.We develop an algorithm to compute finite-memory policies for uPOMDPs that robustly satisfy given specifications against any admissible distribution.In general, computing such policies is both theoretically and practically intractable.We provide an efficient solution to this problem in four steps.(1) We state the underlying problem as a nonconvex optimization problem with infinitely many constraints. (2) A dedicated dualization scheme yields a dual problem that is still nonconvex but has finitely many constraints. (3) We linearize this dual problem and (4) solve the resulting finite linear program to obtain locally optimal solutions to the original problem.The resulting problem formulation is exponentially smaller than those resulting from existing methods.We demonstrate the applicability of our algorithm using large instances of an aircraft collision-avoidance scenario and a novel spacecraft motion planning case study.",38948976,38950632,https://www.aaai.org/AAAI21Papers/AAAI-8042.CubuktepeM.pdf,5-Feb,12:45AM-02:30AM,4-Feb,04:45PM-06:30PM,A,A,AC-D1-R1,B,3,"Planning, Routing and Scheduling",http://widget1.virtualchair.net/custom/aaai/jump?paperId=8042
AAAI-8069,Indecision Modeling,Duncan C McElfresh|Lok Chan|Kenzie Doyle|Walter Sinnott-Armstrong|Vincent Conitzer|Jana Schaich Borg|John P Dickerson,Main Track,"AI systems are often used to make or contribute to important decisions in a growing range of applications, including criminal justice, hiring, and medicine. Since these decisions impact human lives, it is important that the AI systems act in ways which align with human values. Techniques for preference modeling and social choice help researchers learn and aggregate peoples' preferences, which are used to guide AI behavior; thus, it is imperative that these learned preferences are accurate. These techniques often assume that people are willing to express strict preferences over alternatives; which is not true in practice. People are often indecisive, and especially so when their decision has moral implications. The philosophy and psychology literature shows that indecision is a measurable and nuanced behavior---and that there are several different reasons people are indecisive. This complicates the task of both learning and aggregating preferences, since most of the relevant literature makes restrictive assumptions on the meaning of indecision. We begin to close this gap by formalizing several mathematical indecision models based on theories from philosophy, psychology, and economics; these models can be used to describe (indecisive) agent decisions, both when they are allowed to express indecision and when they are not. We test these models using data collected from an online survey where participants choose how to (hypothetically) allocate organs to patients waiting for a transplant.",38948977,38950633,https://www.aaai.org/AAAI21Papers/AAAI-8069.McElfreshD.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,C,C,BC-D3-R1,E,5,Humans and AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8069
AAAI-8081,Online Action Recognition,Alejandro Suárez-Hernández|Javier Segovia-Aguas|Carme Torras|Guillem Alenyà,Main Track,"Recognition in planning seeks to find agent intentions, goals or activities given a set of observations and a knowledge library (e.g. goal states, plans or domain theories). In this work we introduce the problem of Online Action Recognition. It consists in recognizing, in an open world, the planning action that best explains a partially observable state transition from a knowledge library of first-order STRIPS actions, which is initially empty. We frame this as an optimization problem, and propose two algorithms to address it: Action Unification (AU) and Online Action Recognition through Unification (OARU). The former builds on logic unification and generalizes two input actions using weighted partial MaxSAT. The latter looks for an action within the library that explains an observed transition. If there is such action, it generalizes it making use of AU, building in this way an AU hierarchy. Otherwise, OARU inserts a Trivial Grounded Action (TGA) in the library that explains just that transition. We report results on benchmarks from the International Planning Competition and PDDLGym, where OARU recognizes actions accurately with respect to expert knowledge, and shows real-time performance.",38948978,38950634,https://www.aaai.org/AAAI21Papers/AAAI-8081.Suarez-HernandezA.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,C,A,AB-D2-R1,C,5,Planning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8081
AAAI-8106,Fair and Efficient Allocations with Limited Demands,Sushirdeep Narayana|Ian Kash,Main Track,"We study the fair division problem of allocating multiple resources among a set of agents with Leontief preferences that are each required to complete a finite amount of work, which we term ""limited demands"". We examine the behavior of the classic Dominant Resource Fairness (DRF) mechanism in this setting and show  it is fair but weakly Pareto optimal and inefficient in many natural examples. We propose as an alternative the Least Cost Product (LCP) mechanism, a natural adaptation of Maximum Nash Welfare to this setting. We characterize the structure of allocation of the LCP mechanism in this setting, show that it is Pareto efficient, and that it satisfies the relatively weak fairness property of sharing incentives. While we prove that it satisfies the stronger fairness property of (expected) envy freeness in some special cases, we provide a counterexample showing it does not do so in general, a striking contrast to the ""unreasonable fairness"" of Maximum Nash Welfare in other settings. Simulations suggest, however, that these violations of envy freeness are rare in randomly generated examples.  ",38948979,38950635,https://www.aaai.org/AAAI21Papers/AAAI-8106.NarayanaS.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,C,A,AB-D2-R1,D,8,Fair Division,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8106
AAAI-8111,Answering Regular Path Queries under Approximate Semantics in Lightweight Description Logics,Oliver Fernandez Gil|Anni-Yasmin Turhan,Main Track,"Classical regular path queries (RPQs) can be too restrictive for some applications and answering such queries under approximate semantics to relax the query is desirable. While for answering regular path queries over graph databases under approximate semantics algorithms are available, such algorithms are scarce for the ontology-mediated setting. In this paper we extend an approach for answering RPQs over graph databases that uses weighted transducers to approximate paths from the query in two ways. The first extension is to answering approximate conjunctive 2-way regular path queries (C2RPQs) over graph databases and the second is to answering C2RPQs over ELH and DL-Lite_R ontologies. We provide results on the  computational complexity of the underlying reasoning problems and devise approximate query answering  algorithms.",38948980,38950636,https://www.aaai.org/AAAI21Papers/AAAI-8111.FernandezGilO.pdf,7-Feb,12:45AM-02:30AM,6-Feb,08:45AM-10:30AM,C,A,AB-D3-R1,B,3,Description Logics,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8111
AAAI-8113,5* Knowledge Graph Embeddings with Projective Transformations,Mojtaba Nayyeri|Sahar Vahdati|Can Aykul|Jens Lehmann,Main Track,"Performing link prediction using knowledge graph embedding models has become a popular approach for knowledge graph completion.Such models employ a transformation function that maps nodes via edges into a vector space in order to measure the likelihood of the links.While mapping the individual nodes, the structure of subgraphs is also transformed.Most of the embedding models designed in Euclidean geometry usually support a single transformation type -- often translation or rotation, which is suitable for learning on graphs with small differences in neighboring subgraphs.However, multi-relational knowledge graphs often include multiple subgraph structures in a neighborhood (e.g. combinations of path and loop structures), which current embedding models do not capture well.To tackle this problem, we propose a novel KGE model (5*E) in projective geometry, which supports multiple simultaneous transformations -- specifically inversion, reflection, translation, rotation, and homothety.The model has several favorable theoretical properties and subsumes the existing approaches.It outperforms them on most widely used link prediction benchmarks.",38948981,38950637,https://www.aaai.org/AAAI21Papers/AAAI-8113.NayyeriMojtaba.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,D,B,AB-D2-R2,H,4,Relational / Graph-Based Machine Learning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8113
AAAI-8118,i-Algebra: Towards Interactive Interpretability of Deep Neural Networks,Xinyang Zhang|Pang Ren|Shouling Ji|Fenglong Ma|Ting Wang,Main Track,"Providing explanations for deep neural networks (DNNs) is essential for their use in domains wherein the interpretability of decisions is a critical prerequisite. Despite the plethora of work on interpreting DNNs, most existing solutions offer interpretability in an ad hoc, one-shot, and static manner, without accounting for the perception, understanding, or response of end-users, resulting in their poor usability in practice.In this paper, we argue that DNN interpretability should be implemented as the interactions between users and models. We present i-Algebra, a first-of-its-kind interactive framework for interpreting DNNs. At its core is a library of atomic, composable operators, which explain model behaviors at varying input granularity, during different inference stages, and from distinct interpretation perspectives. Leveraging a declarative query language, users are enabled to build various analysis tools (e.g., ``drill-down'', ``comparative'', ``what-if'' analysis) via flexibly composing such operators. We prototype i-Algebra and conduct user studies in a set of representative analysis tasks, including inspecting adversarial inputs, resolving model inconsistency, and cleansing contaminated data, all demonstrating its promising usability.",38948982,38950638,https://www.aaai.org/AAAI21Papers/AAAI-8118.ZhangX.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,C,A,AB-D2-R1,F,8,Philosophy and Ethics of AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8118
AAAI-8119,GenSynth: Synthesizing Datalog Programs without Language Bias,Jonathan Mendelson|Aaditya Naik|Mukund Raghothaman|Mayur Naik,Main Track,"Existing techniques for learning logic programs from data typically rely on language bias mechanisms to restrict the hypothesis space. These methods are therefore limited by the user's ability to tune them such that the hypothesis space is simultaneously large enough to include the target program but still small enough to admit a tractable search. We propose a technique to learn Datalog programs from input-output examples without requiring the user to specify any language bias. It employs an evolutionary search strategy that mutates candidate programs and evaluates their fitness on the examples using an off-the-shelf Datalog interpreter. We have implemented our approach in a tool called GenSynth and evaluate it on diverse tasks from knowledge discovery, program analysis, and relational queries. Our experiments show that GenSynth can learn correct programs from few examples, including for tasks that require recursion and invented predicates, and is robust to noise.",38948983,38950639,https://www.aaai.org/AAAI21Papers/AAAI-8119.MendelsonJ.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,C,C,BC-D3-R1,A,1,Knowledge Representation and Reasoning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8119
AAAI-8124,Robustness Guarantees for Mode Estimation with an Application to Bandits,Aldo Pacchiano|Heinrich Jiang|Michael Jordan,Main Track,"Mode estimation is a classical problem in statistics with a wide range of applications in machine learning. Despite this, there is little understanding in its robustness properties under possibly adversarial data contamination. In this paper, we give precise robustness guarantees as well as privacy guarantees under simple randomization.We then introduce a theory for multi-armed bandits where the values are the modes of the reward distributions instead of the mean. We prove regret guarantees for the problems of top arm identification, top m-arms identification, contextual modal bandits, and infinite continuous arms top arm recovery. We show in simulations that our algorithms are robust to perturbation of the arms by adversarial noise sequences, thus rendering modal bandits an attractive choice in situations where the rewards may have outliers or adversarial corruptions.",38948984,38950640,https://www.aaai.org/AAAI21Papers/AAAI-8124.PacchianoA.pdf,7-Feb,08:45AM-10:30AM,7-Feb,04:45PM-06:30PM,D,D,BC-D4-R2,A,6,Online Learning & Bandits,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8124
AAAI-8144,eTREE: Learning Tree-Structured Embeddings,Faisal Almutairi|Yunlong Wang|Dong Wang|Emily Zhao|Nicholas Sidiropoulos,Main Track,"Matrix factorization (MF) plays an important role in a wide range of machine learning and data mining models. MF is commonly used to obtain item embeddings and feature representations due to its ability to capture correlations and higher-order statistical dependencies across dimensions. In many applications, the categories of items exhibit a hierarchical tree structure. For instance, human diseases can be divided into coarse categories, e.g., bacterial, and viral. These categories can be further divided into finer categories, e.g., viral infections can be respiratory, gastrointestinal, and exanthematous viral diseases. In e-commerce, products, movies, books, etc., are grouped into hierarchical categories, e.g., clothing items are divided by gender, then by type (formal, casual, etc.). While the tree structure and the categories of the different items may be known in some applications, they have to be learned together with the embeddings in many others. In this work, we propose eTREE, a model that incorporates the (usually ignored) tree structure to enhance the quality of the embeddings. We leverage the special uniqueness properties of Nonnegative MF (NMF) to prove identifiability of eTREE. The proposed model not only exploits the tree structure prior, but also learns the hierarchical clustering in an unsupervised data-driven fashion. We derive an efficient algorithmic solution and a scalable implementation of eTREE that exploits parallel computing, computation caching, and warm start strategies. We showcase the effectiveness of eTREE on real data from various application domains: healthcare, recommender systems, and education. We also demonstrate the meaningfulness of the tree obtained from eTREE by means of domain experts interpretation.",38948985,38950641,https://www.aaai.org/AAAI21Papers/AAAI-8144.AlmutairiF.pdf,8-Feb,12:45AM-02:30AM,7-Feb,04:45PM-06:30PM,B,B,AC-D4-R2,C,5,Matrix & Tensor Methods,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8144
AAAI-8145,Illuminating Mario Scenes in the Latent Space of a Generative Adversarial Network,Matthew Fontaine|Ruilin Liu|Ahmed Khalifa|Jignesh Modi|Julian Togelius|Amy K. Hoover|Stefanos Nikolaidis,Main Track,"Generative adversarial networks (GANs) are now a ubiquitous approach to procedurally generating video game levels. While GAN generated levels are stylistically similar to human-authored examples, human designers often want to explore the generative design space of GANs to extract interesting levels. However, human designers find latent vectors opaque and would rather explore along dimensions the designer specifies, such as number of enemies or obstacles. We propose using state-of-the-art quality diversity algorithms designed to optimize continuous spaces, i.e. MAP-Elites with a directional variation operator and Covariance Matrix Adaptation MAP-Elites, to efficiently explore the latent space of a GAN to extract levels that vary across a set of specified gameplay measures. In the benchmark domain of Super Mario Bros, we demonstrate how designers may specify gameplay measures to our system and extract high-quality (playable) levels with a diverse range of level mechanics, while still maintaining stylistic similarity to human authored examples. An online user study shows how the different mechanics of the automatically generated levels affect subjective ratings of their perceived difficulty and appearance.",38948986,38950642,https://www.aaai.org/AAAI21Papers/AAAI-8145.FontaineM.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,C,C,BC-D3-R1,E,4,Humans and AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8145
AAAI-8153,Learning Precise Temporal Point Event Detection with Misaligned Labels,Julien Schroeter|Kirill Sidorov|David Marshall,Main Track,"This work addresses the problem of robustly learning precise temporal point event detection despite only having access to poorly aligned labels for training. While standard (cross entropy-based) methods work well in noise-free setting, they often fail when labels are unreliable since they attempt to strictly fit the annotations. A common solution to this drawback is to transform the point prediction problem into a distribution prediction problem. We show however that this approach raises several issues that negatively affect the robust learning of temporal localization. Thus, in an attempt to overcome these shortcomings, we introduce a simple and versatile training paradigm combining soft localization learning with counting-based sparsity regularization. In fact, unlike its counterparts, our approach allows to directly infer clear-cut point predictions in an end-to-end fashion while relaxing the reliance of the training on the exact position of labels. We achieve state-of-the-art performance against standard benchmarks in a number of challenging experiments (e.g., detection of instantaneous events in videos and music transcription) by simply replacing the original loss function with our novel alternative—without any additional fine-tuning.",38948987,38950643,https://www.aaai.org/AAAI21Papers/AAAI-8153.SchroeterJ.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,D,B,AB-D2-R2,G,3,Time-Series/Data Streams,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8153
AAAI-8154,Multi-Goal Multi-Agent Path Finding via Decoupled and Integrated Goal Vertex Ordering,Pavel Surynek,Main Track,"We introduce multi-goal multi agent path finding (MAPF-MG) which generalizes the standard discrete multi-agent path finding (MAPF) problem. While the task in MAPF is to navigate agents in an undirected graph from their starting positions to one individual goal vertex per agent, MAPF-MG assigns each agent multiple goals and the task is to visit each of them at least once. Solving MAPF-MG not only requires finding collision free paths for individual agents but also determining the order of visiting agent's goal vertices so that common objectives like the sum-of-costs are optimized. We suggest two novel algorithms using different paradigms to address  MAPF-MG: a heuristic search-based algorithm called Hamiltonian CBS (HCBS) and an SMT-based algorithm, called SMT-HCBS. Experimental comparison suggests limitations of compilation-based approach for MAPF-MG.",38948988,38950644,https://www.aaai.org/AAAI21Papers/AAAI-8154.SurynekP.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,C,A,AB-D2-R1,A,5,Heuristic and Greedy Search,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8154
AAAI-8159,Interpretable Self-Supervised Facial Micro-Expression Learning to Predict Cognitive State and Neurological Disorders,Arun Das|Jeffrey R Mock|Yufei Huang|Edward J Golob|Peyman Najafirad,Main Track,"Human behavior is the confluence of output from voluntary and involuntary motor systems. The neural activities that mediate behavior, from individual cells to distributed networks, are in a state of constant flux. Artificial intelligence (AI) research over the past decade shows that behavior, in the form of facial muscle activity, can reveal information about fleeting voluntary and involuntary motor system activity related to emotion, pain, and deception. However, the AI algorithms often lack an explanation for their decisions, and learning meaningful representations requires large datasets labeled by a subject-matter expert. Motivated by the success of using facial muscle movements to classify brain states and the importance of learning from small amounts of data, we propose an explainable self-supervised representation-learning paradigm that learns meaningful temporal facial muscle movement patterns from limited samples. We validate our methodology by carrying out comprehensive empirical study to predict future speech behavior in a real-world dataset of adults who stutter (AWS). Our explainability study found facial muscle movements around the eyes (p<0.001) and lips (p<0.001) differ significantly before producing fluent vs. disfluent speech. Evaluations using the AWS dataset demonstrates that the proposed self-supervised approach achieves a minimum of 2.51% accuracy improvement over fully-supervised approaches.",38948989,38950645,https://www.aaai.org/AAAI21Papers/AAAI-8159.DasA.pdf,7-Feb,08:45AM-10:30AM,7-Feb,04:45PM-06:30PM,C,C,BC-D4-R1,C,5,Cognitive Modeling & Cognitive Systems,http://widget1.virtualchair.net/custom/aaai/jump?paperId=8159
